age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,salary,country,country_target
31.6 - 46.2,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Separated,Sales,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,< 20.6,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,Prof-school,Widowed,Prof-specialty,Not-in-family,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,State-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Handlers-cleaners,Other-relative,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Never-married,Exec-managerial,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Sales,Own-child,White,Female,< 20.6,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,20.6 - 40.2,Iran,<=50K,Iran,0
31.6 - 46.2,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,20.6 - 40.2,Philippines,>50K,Philippines,0
46.2 - 60.8,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,≥ 79.4,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,9th,Married-civ-spouse,Protective-serv,Wife,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,State-gov,Bachelors,Never-married,Protective-serv,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,10th,Never-married,Machine-op-inspct,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,< 20.6,United-States,>50K,United-States,0
46.2 - 60.8,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,59.8 - 79.4,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,Private,Doctorate,Married-civ-spouse,Sales,Husband,White,Male,59.8 - 79.4,United-States,<=50K,United-States,0
31.6 - 46.2,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,59.8 - 79.4,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Other-service,Other-relative,Other,Male,40.2 - 59.8,Mexico,<=50K,Mexico,0
< 31.6,Self-emp-not-inc,HS-grad,Never-married,Other-service,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,20.6 - 40.2,United-States,>50K,United-States,0
60.8 - 75.4,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,< 20.6,United-States,<=50K,United-States,0
60.8 - 75.4,Local-gov,HS-grad,Widowed,Prof-specialty,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Sales,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Male,20.6 - 40.2,Philippines,<=50K,Philippines,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
< 31.6,Self-emp-inc,HS-grad,Never-married,Transport-moving,Own-child,White,Male,59.8 - 79.4,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,20.6 - 40.2,Mexico,<=50K,Mexico,0
31.6 - 46.2,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,State-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,≥ 79.4,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
46.2 - 60.8,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,Self-emp-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
46.2 - 60.8,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,State-gov,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,10th,Never-married,Sales,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,State-gov,Some-college,Never-married,Other-service,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Divorced,Prof-specialty,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
31.6 - 46.2,Federal-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,59.8 - 79.4,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Farming-fishing,Other-relative,White,Male,20.6 - 40.2,Mexico,<=50K,Mexico,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,20.6 - 40.2,Philippines,>50K,Philippines,0
46.2 - 60.8,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
31.6 - 46.2,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Federal-gov,HS-grad,Divorced,Adm-clerical,Own-child,Black,Female,< 20.6,United-States,<=50K,United-States,0
< 31.6,Private,10th,Separated,Transport-moving,Unmarried,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,≥ 79.4,United-States,>50K,United-States,0
46.2 - 60.8,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,11th,Never-married,Other-service,Own-child,White,Female,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Federal-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Widowed,Transport-moving,Unmarried,White,Female,20.6 - 40.2,Outlying-US(Guam-USVI-etc),<=50K,Outlying-US(Guam-USVI-etc),0
< 31.6,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Never-married,Other-service,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,≥ 79.4,United-States,<=50K,United-States,0
< 31.6,Private,11th,Never-married,Priv-house-serv,Own-child,White,Female,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,Italy,<=50K,Italy,0
< 31.6,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Assoc-voc,Never-married,Farming-fishing,Own-child,White,Male,59.8 - 79.4,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Sales,Own-child,White,Female,< 20.6,United-States,<=50K,United-States,0
46.2 - 60.8,Private,9th,Married-civ-spouse,Sales,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Never-married,Sales,Unmarried,Black,Female,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,State-gov,Some-college,Never-married,Other-service,Own-child,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Never-married,Other-service,Not-in-family,Black,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-inc,Some-college,Never-married,Sales,Not-in-family,White,Male,59.8 - 79.4,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-voc,Separated,Sales,Unmarried,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,7th-8th,Never-married,Handlers-cleaners,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Local-gov,Assoc-voc,Never-married,Protective-serv,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
60.8 - 75.4,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Prof-school,Divorced,Other-service,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
